,state,action_space,reward,Q,action
1187,"[2, 0]",d,0,0.0008217791724772935,1
1188,"[2, 1]",d,0,0.008304694668490355,1
1189,"[2, 2]",r,0,0.06388603153448683,2
1190,"[3, 2]",r,1,0.33771795901601626,2
1191,"[0, 0]",r,0,4.993506306893127e-06,2
1192,"[1, 0]",r,0,6.963890145687498e-05,2
1193,"[2, 0]",d,0,0.0008883036327689338,1
1194,"[2, 1]",d,0,0.008796622005615833,1
1195,"[2, 2]",r,0,0.0662866328502861,2
1196,"[3, 2]",r,1,0.3443407794258561,2
1197,"[0, 0]",r,0,5.570321356936071e-06,2
1198,"[1, 0]",r,0,7.693724513722664e-05,2
1199,"[2, 0]",u,0,1.0050882155979931e-05,0
1200,"[2, 0]",d,0,0.000958590194491787,1
1201,"[2, 1]",d,0,0.009305235481212249,1
1202,"[2, 2]",r,0,0.06872283353661594,2
1203,"[3, 2]",r,1,0.35089737163159757,2
1204,"[0, 0]",r,0,6.20705334960175e-06,2
1205,"[1, 0]",r,0,8.479518443628046e-05,2
1206,"[2, 0]",d,0,0.0010327514118777794,1
1207,"[2, 1]",d,0,0.00983068862822967,1
1208,"[2, 2]",r,0,0.07119368154593417,2
1209,"[3, 2]",r,1,0.3573883979152816,2
1210,"[0, 0]",r,0,6.908139476032257e-06,2
1211,"[1, 0]",r,0,9.324199529881767e-05,2
1212,"[2, 0]",d,0,0.0011109000954130687,1
1213,"[2, 1]",l,0,4.2082458430636333e-07,3
1214,"[1, 1]",r,0,0.000134759756998767,2
1215,"[2, 1]",d,0,0.01037312487586078,1
1216,"[2, 2]",r,0,0.07369824031171236,2
1217,"[3, 2]",r,1,0.3638145139361288,2
1218,"[0, 0]",r,0,7.678236038961294e-06,2
1219,"[1, 0]",r,0,0.00010230767620454712,2
1220,"[2, 0]",d,0,0.0011931492183416851,1
1221,"[2, 1]",d,0,0.010932677789907584,1
1222,"[2, 2]",r,0,0.0762355885340204,2
1223,"[3, 2]",r,1,0.3701763687967675,2
1224,"[0, 0]",r,0,8.522222764412604e-06,2
1225,"[1, 0]",r,0,0.00011202294240757681,2
1226,"[2, 0]",d,0,0.0012796118262674366,1
1227,"[2, 1]",d,0,0.011509471308814691,1
1228,"[2, 2]",r,0,0.0788048199678511,2
1229,"[3, 2]",r,1,0.3764746051087998,2
1230,"[0, 0]",r,0,9.44520701843667e-06,2
1231,"[1, 0]",r,0,0.00012241921941990796,2
1232,"[2, 0]",d,0,0.0013704009497840944,1
1233,"[2, 1]",d,0,0.012103619975437204,1
1234,"[2, 2]",r,0,0.08140504321415179,2
1235,"[3, 2]",r,1,0.3827098590577118,2
1236,"[0, 0]",r,0,1.0452527923031475e-05,2
1237,"[1, 0]",r,0,0.00013352863577376575,2
1238,"[2, 0]",d,0,0.0014656295200651884,1
1239,"[2, 1]",d,0,0.012715229164610199,1
1240,"[2, 2]",r,0,0.08403538151352968,2
1241,"[3, 2]",r,1,0.3888827604671347,2
1242,"[0, 0]",r,0,1.1549760365765052e-05,2
1243,"[1, 0]",r,0,0.0001453840150966148,2
1244,"[2, 0]",d,0,0.0015654102873460282,1
1245,"[2, 1]",d,0,0.013344395306585865,1
1246,"[2, 2]",r,0,0.0866949725425986,2
1247,"[3, 2]",r,1,0.39499393286246337,2
1248,"[0, 0]",r,0,1.2742718897976934e-05,2
1249,"[1, 0]",r,0,0.0001580188675317629,2
1250,"[2, 0]",d,0,0.0016698557422318407,1
1251,"[2, 1]",d,0,0.013991206106403394,1
1252,"[2, 2]",r,0,0.08938296821293479,2
1253,"[3, 2]",r,1,0.40104399353383874,2
1254,"[0, 0]",r,0,1.4037461516783032e-05,2
1255,"[1, 0]",r,0,0.00017146738053653183,2
1256,"[2, 0]",d,0,0.0017790780397671528,1
1257,"[2, 1]",u,0,1.6220411157066107e-05,0
1258,"[2, 0]",d,0,0.0018872081143271118,1
1259,"[2, 1]",d,0,0.014655740759255773,1
1260,"[2, 2]",r,0,0.09209853447260999,2
1261,"[3, 2]",r,1,0.40703355359850035,2
1262,"[0, 0]",r,0,1.5440293326443987e-05,2
1263,"[1, 0]",r,0,0.00018673757976011052,2
1264,"[2, 0]",d,0,0.0020002377000171425,1
1265,"[2, 1]",d,0,0.015338070161916706,1
1266,"[2, 2]",d,0,1.4862812004497396e-06,1
1267,"[2, 3]",u,0,0.0009923777423029613,0
1268,"[2, 2]",l,-1,-0.0199,3
1269,"[0, 0]",r,0,1.6966528611020543e-05,2
1270,"[1, 0]",r,0,0.0002028723432626637,2
1271,"[2, 0]",d,0,0.0021182779544742215,1
1272,"[2, 1]",d,0,0.016013576270551028,1
1273,"[2, 2]",r,0,0.0948408511102704,2
1274,"[3, 2]",l,0,0.0011777178582236061,3
1275,"[2, 2]",r,0,0.0975557445815542,2
1276,"[3, 2]",r,1,0.41296321806251535,2
1277,"[0, 0]",r,0,1.862271441427431e-05,2
1278,"[1, 0]",r,0,0.00021990812142030507,2
1279,"[2, 0]",d,0,0.0022412173613644386,1
1280,"[2, 1]",d,0,0.016731442209079506,1
1281,"[2, 2]",r,0,0.10029685609830129,2
1282,"[3, 2]",r,1,0.4188335858818902,2
1283,"[0, 0]",l,0,1.676044297284688e-07,3
1284,"[0, 0]",r,0,2.041566036291431e-05,2
1285,"[1, 0]",r,0,0.00023787999645838196,2
1286,"[2, 0]",d,0,0.00236938816763251,1
1287,"[2, 1]",d,0,0.017466799491873422,1
1288,"[2, 2]",d,0,1.0402818069171894e-05,1
1289,"[2, 3]",u,0,0.0018851256697646434,0
1290,"[2, 2]",r,0,0.10306338981025528,2
1291,"[3, 2]",r,1,0.4246452500230713,2
1292,"[0, 0]",r,0,2.2352423727410607e-05,2
1293,"[1, 0]",r,0,0.0002568256900024907,2
1294,"[2, 0]",d,0,0.0025028954813830456,1
1295,"[2, 1]",d,0,0.018219702005246984,1
1296,"[2, 2]",r,0,0.10585456316236037,2
1297,"[3, 2]",r,1,0.4303987975228406,2
1298,"[0, 0]",r,0,2.4440330700158917e-05,2
1299,"[1, 0]",r,0,0.0002767834924349132,2
1300,"[2, 0]",u,0,3.247643266686754e-05,0
1301,"[2, 0]",d,0,0.002641843844616438,1
1302,"[2, 1]",d,0,0.018990196053655758,1
1303,"[2, 2]",r,0,0.10866960670844233,2
1304,"[3, 2]",r,1,0.4360948095476122,2
1305,"[0, 0]",r,0,2.6686978825071548e-05,2
1306,"[1, 0]",r,0,0.000297792252112112,2
1307,"[2, 0]",d,0,0.0027863371706531755,1
1308,"[2, 1]",d,0,0.019778320553495182,1
1309,"[2, 2]",r,0,0.11150776392728642,2
1310,"[3, 2]",r,1,0.44173386145213606,2
1311,"[0, 0]",r,0,2.910023930582984e-05,2
1312,"[1, 0]",r,0,0.0003198913641268695,2
1313,"[2, 0]",d,0,0.0029364786839281005,1
1314,"[2, 1]",d,0,0.02058410722330581,1
1315,"[2, 2]",r,0,0.11436829104108279,2
1316,"[3, 2]",r,1,0.4473165228376147,2
1317,"[0, 0]",r,0,3.1688259189913366e-05,2
1318,"[1, 0]",r,0,0.0003431207586409537,2
1319,"[2, 0]",d,0,0.003092370862098572,1
1320,"[2, 1]",d,0,0.021407580770442497,1
1321,"[2, 2]",r,0,0.11725045683621049,2
1322,"[3, 2]",u,-1,-0.06793465209301,0
1323,"[0, 0]",r,0,3.445946342578282e-05,2
1324,"[1, 0]",r,0,0.0003675208888134313,2
1325,"[2, 0]",d,0,0.0032541153804115687,1
1326,"[2, 1]",d,0,0.022248759074263966,1
1327,"[2, 2]",r,0,0.12010380097338692,2
1328,"[3, 2]",r,1,0.45284335760923855,2
1329,"[0, 0]",r,0,3.742255679084587e-05,2
1330,"[1, 0]",r,0,0.00039313271834900114,2
1331,"[2, 0]",d,0,0.0034218130582758287,1
1332,"[2, 1]",d,0,0.02310720569228181,1
1333,"[2, 2]",r,0,0.12297835318213621,2
1334,"[3, 2]",r,1,0.45831492403314616,2
1335,"[0, 0]",r,0,4.058652568807842e-05,2
1336,"[1, 0]",d,0,1.3953746137269427e-06,1
1337,"[1, 1]",r,0,0.00034137701065931563,2
1338,"[2, 1]",d,0,0.02398293881399822,1
1339,"[2, 2]",r,0,0.12587340396661317,2
1340,"[3, 2]",r,1,0.4637317747928147,2
1341,"[0, 0]",r,0,4.371885489633865e-05,2
1342,"[1, 0]",r,0,0.0004199977086899936,2
1343,"[2, 0]",d,0,0.0036034413770190546,1
1344,"[2, 1]",d,0,0.024875970061557756,1
1345,"[2, 2]",r,0,0.12878825590008236,2
1346,"[3, 2]",l,0,0.0023250349827421113,3
1347,"[2, 2]",r,0,0.13167395931421688,2
1348,"[3, 2]",r,1,0.46909445704488656,2
1349,"[0, 0]",r,0,4.70616457255852e-05,2
1350,"[1, 0]",r,0,0.00044822870399626515,2
1351,"[2, 0]",d,0,0.0037912906938028837,1
1352,"[2, 1]",d,0,0.02581227599477013,1
1353,"[2, 2]",r,0,0.1345790698344787,2
1354,"[3, 2]",r,1,0.4744035124744377,2
1355,"[0, 0]",r,0,5.0625087604295736e-05,2
1356,"[1, 0]",r,0,0.0004778680332005285,2
1357,"[2, 0]",d,0,0.003985688270817786,1
1358,"[2, 1]",d,0,0.02676536486333274,1
1359,"[2, 2]",r,0,0.13750291074840384,2
1360,"[3, 2]",r,1,0.47965947734969333,2
1361,"[0, 0]",r,0,5.4419649027057536e-05,2
1362,"[1, 0]",r,0,0.0005089605473058833,2
1363,"[2, 0]",d,0,0.0041867196718796025,1
1364,"[2, 1]",d,0,0.027735237411435045,1
1365,"[2, 2]",r,0,0.14044481693706704,2
1366,"[3, 2]",r,1,0.4848628825761964,2
1367,"[0, 0]",r,0,5.845609746253991e-05,2
1368,"[1, 0]",r,0,0.0005415514188797408,2
1369,"[2, 0]",d,0,0.004394469611863722,1
1370,"[2, 1]",d,0,0.0287218883897543,1
1371,"[2, 2]",r,0,0.14340413471088212,2
1372,"[3, 2]",r,1,0.49001425375043445,2
1373,"[0, 0]",r,0,6.274549925783218e-05,2
1374,"[1, 0]",r,0,0.0005756861311977169,2
1375,"[2, 0]",d,0,0.004609021911252873,1
1376,"[2, 1]",d,0,0.029725306718254695,1
1377,"[2, 2]",r,0,0.1463802216475272,2
1378,"[3, 2]",r,1,0.4951141112129301,2
1379,"[0, 0]",r,0,6.72992194460333e-05,2
1380,"[1, 0]",u,0,5.249762384514114e-06,0
1381,"[1, 0]",r,0,0.0006114104670870156,2
1382,"[2, 0]",d,0,0.0048304594526046365,1
1383,"[2, 1]",d,0,0.030745475645899894,1
1384,"[2, 2]",r,0,0.14937244643196831,2
1385,"[3, 2]",r,1,0.5001629701008008,2
