,state,action_space,reward,Q,action
341,"[2, 2]",r,0,0.0013091806070730002,2
342,"[3, 2]",r,1,0.058519850599,2
343,"[0, 0]",r,0,1.5672785580000005e-11,2
344,"[1, 0]",r,0,3.324561445260001e-09,2
345,"[2, 0]",d,0,4.018558503699001e-07,1
346,"[2, 1]",d,0,3.1990460653485006e-05,1
347,"[2, 2]",r,0,0.0018227674563932703,2
348,"[3, 2]",r,1,0.06793465209301,2
349,"[0, 0]",l,0,1.4105507022000005e-13,3
350,"[0, 0]",r,0,4.543711073154001e-11,2
351,"[1, 0]",r,0,-8.99967086841692e-05,2
352,"[2, 0]",r,-1,-0.0199,2
353,"[0, 0]",r,0,4.498273962422461e-11,2
354,"[1, 0]",u,0,0.0,0
355,"[1, 0]",l,0,4.0484465661802154e-13,3
356,"[0, 0]",r,0,4.453655582989193e-11,2
357,"[1, 0]",l,0,8.016252125208687e-13,3
358,"[0, 0]",r,0,4.4098404898505693e-11,2
359,"[1, 0]",l,0,1.1904946044822114e-12,3
360,"[0, 0]",r,0,4.366813530096098e-11,2
361,"[1, 0]",l,0,1.571602876146038e-12,3
362,"[0, 0]",r,0,4.324559837383668e-11,2
363,"[1, 0]",l,0,1.945097232749108e-12,3
364,"[0, 0]",r,0,4.283064826519306e-11,2
365,"[1, 0]",l,0,2.3111220948083543e-12,3
366,"[0, 0]",r,0,4.24231418813944e-11,2
367,"[1, 0]",l,0,2.6698191507928202e-12,3
368,"[0, 0]",r,0,4.202293883493759e-11,2
369,"[1, 0]",l,0,3.02132740879933e-12,3
370,"[0, 0]",r,0,4.162990139326741e-11,2
371,"[1, 0]",l,0,3.3657832472507437e-12,3
372,"[0, 0]",r,0,4.124389442856e-11,2
373,"[1, 0]",l,0,3.7033204646352766e-12,3
374,"[0, 0]",r,0,4.086478536845612e-11,2
375,"[1, 0]",l,0,4.0340703283050286e-12,3
376,"[0, 0]",r,0,4.0492444147726305e-11,2
377,"[1, 0]",l,0,4.358161622351515e-12,3
378,"[0, 0]",r,0,4.01267431608502e-11,2
379,"[1, 0]",l,0,4.675720694575652e-12,3
380,"[0, 0]",r,0,3.976755721549288e-11,2
381,"[1, 0]",l,0,4.986871502569331e-12,3
382,"[0, 0]",r,0,3.941476348686107e-11,2
383,"[1, 0]",l,0,5.291735658925388e-12,3
384,"[0, 0]",r,0,3.906824147292279e-11,2
385,"[1, 0]",l,0,5.5904324755924385e-12,3
386,"[0, 0]",r,0,3.872787295047389e-11,2
387,"[1, 0]",l,0,5.883079007390779e-12,3
388,"[0, 0]",r,0,3.8393541932035667e-11,2
389,"[1, 0]",l,0,5.8242482173168716e-12,3
390,"[0, 0]",d,0,0.0,1
391,"[0, 1]",r,0,5.314410000000003e-15,2
392,"[1, 1]",u,0,6.370033339558521e-13,0
393,"[1, 0]",l,0,6.111547612532024e-12,3
394,"[0, 0]",r,0,3.800960651271531e-11,2
395,"[1, 0]",u,0,5.5003928512788226e-14,0
396,"[1, 0]",l,0,6.392518595021142e-12,3
397,"[0, 0]",r,0,3.768704311494335e-11,2
398,"[1, 0]",l,0,6.66777679710542e-12,3
399,"[0, 0]",r,0,3.737018267496787e-11,2
400,"[1, 0]",l,0,6.937430673209077e-12,3
401,"[0, 0]",r,0,3.705891772427707e-11,2
402,"[1, 0]",l,0,6.869325862108966e-12,3
403,"[0, 0]",l,0,4.731747790362937e-13,3
404,"[0, 0]",r,0,3.675015247979328e-11,2
405,"[1, 0]",l,0,6.800632603487876e-12,3
406,"[0, 0]",u,0,3.3075137231813956e-13,0
407,"[0, 0]",r,0,-8.099339955065679e-07,2
408,"[1, 0]",r,0,-8.909312489467419e-05,2
409,"[2, 0]",d,0,6.857514377475662e-07,1
410,"[2, 1]",d,0,4.807546315448959e-05,1
411,"[2, 2]",r,0,0.0024159516506664274,2
412,"[3, 2]",r,1,0.07725530557207991,2
413,"[0, 0]",l,0,4.727016042572574e-13,3
414,"[0, 0]",l,0,4.722289026530001e-13,3
415,"[0, 0]",l,0,4.717566737503471e-13,3
416,"[0, 0]",l,0,4.712849170765968e-13,3
417,"[0, 0]",l,0,4.708136321595202e-13,3
418,"[0, 0]",l,0,4.703428185273607e-13,3
419,"[0, 0]",l,0,4.698724757088333e-13,3
420,"[0, 0]",l,0,4.694026032331245e-13,3
421,"[0, 0]",l,0,4.689332006298913e-13,3
422,"[0, 0]",l,0,4.684642674292614e-13,3
423,"[0, 0]",l,0,4.679958031618322e-13,3
424,"[0, 0]",l,0,4.675278073586704e-13,3
425,"[0, 0]",l,0,4.670602795513117e-13,3
426,"[0, 0]",l,0,4.665932192717604e-13,3
427,"[0, 0]",l,0,4.661266260524886e-13,3
428,"[0, 0]",l,0,4.656604994264361e-13,3
429,"[0, 0]",l,0,4.651948389270097e-13,3
430,"[0, 0]",l,0,4.647296440880827e-13,3
431,"[0, 0]",l,0,4.642649144439946e-13,3
432,"[0, 0]",l,0,4.638006495295506e-13,3
433,"[0, 0]",l,0,4.63336848880021e-13,3
434,"[0, 0]",l,0,4.62873512031141e-13,3
435,"[0, 0]",l,0,4.624106385191098e-13,3
436,"[0, 0]",l,0,4.619482278805907e-13,3
437,"[0, 0]",l,0,4.614862796527102e-13,3
438,"[0, 0]",l,0,4.610247933730574e-13,3
439,"[0, 0]",l,0,4.605637685796844e-13,3
440,"[0, 0]",l,0,4.601032048111046e-13,3
441,"[0, 0]",l,0,4.596431016062935e-13,3
442,"[0, 0]",l,0,4.591834585046872e-13,3
443,"[0, 0]",l,0,4.587242750461825e-13,3
444,"[0, 0]",l,0,4.582655507711363e-13,3
445,"[0, 0]",l,0,4.578072852203651e-13,3
446,"[0, 0]",l,0,4.573494779351447e-13,3
447,"[0, 0]",l,0,4.568921284572096e-13,3
448,"[0, 0]",l,0,4.564352363287524e-13,3
449,"[0, 0]",l,0,4.559788010924237e-13,3
450,"[0, 0]",l,0,4.555228222913313e-13,3
451,"[0, 0]",l,0,4.5506729946904e-13,3
452,"[0, 0]",l,0,4.5461223216957094e-13,3
453,"[0, 0]",l,0,4.5415761993740136e-13,3
454,"[0, 0]",l,0,4.4961604373802733e-13,3
455,"[0, 0]",d,0,4.7829690000000024e-17,1
456,"[0, 1]",r,0,1.0994295905602672e-14,2
457,"[1, 1]",u,0,6.311283359729087e-13,0
458,"[1, 0]",u,0,1.1565958265905123e-13,0
459,"[1, 0]",l,0,6.736672821846639e-12,3
460,"[0, 0]",l,0,4.491664276942893e-13,3
461,"[0, 0]",l,0,4.48717261266595e-13,3
462,"[0, 0]",l,0,4.4826854400532844e-13,3
463,"[0, 0]",l,0,4.478202754613231e-13,3
464,"[0, 0]",l,0,4.4737245518586177e-13,3
465,"[0, 0]",l,0,4.469250827306759e-13,3
466,"[0, 0]",l,0,4.464781576479452e-13,3
467,"[0, 0]",l,0,4.4603167949029727e-13,3
468,"[0, 0]",l,0,4.4558564781080697e-13,3
469,"[0, 0]",l,0,4.4514006216299614e-13,3
470,"[0, 0]",l,0,4.406890920085762e-13,3
471,"[0, 0]",d,0,4.735139310000002e-17,1
472,"[0, 1]",u,0,3.966201828077186e-15,0
473,"[0, 0]",l,0,4.402484029165676e-13,3
474,"[0, 0]",l,0,4.3980815451365103e-13,3
475,"[0, 0]",l,0,4.3936834635913735e-13,3
476,"[0, 0]",l,0,4.3497508905808387e-13,3
477,"[0, 0]",d,0,1.4582654231942407e-16,1
478,"[0, 1]",r,0,1.6564507970302823e-14,2
479,"[1, 1]",u,0,6.248170526131795e-13,0
480,"[1, 0]",d,0,5.623353473518616e-15,1
481,"[1, 1]",u,0,6.791989374836675e-13,0
482,"[1, 0]",l,0,6.672282855979036e-12,3
483,"[0, 0]",u,0,3.3135863439648093e-13,0
484,"[0, 0]",l,0,4.3454011396902576e-13,3
485,"[0, 0]",l,0,4.3410557385505675e-13,3
486,"[0, 0]",l,0,4.336714682812017e-13,3
487,"[0, 0]",l,0,4.332377968129205e-13,3
488,"[0, 0]",l,0,4.3280455901610756e-13,3
489,"[0, 0]",l,0,4.3237175445709143e-13,3
490,"[0, 0]",l,0,4.3193938270263434e-13,3
491,"[0, 0]",l,0,4.315074433199317e-13,3
492,"[0, 0]",l,0,4.3107593587661175e-13,3
493,"[0, 0]",l,0,4.3064485994073514e-13,3
494,"[0, 0]",l,0,4.302142150807944e-13,3
495,"[0, 0]",l,0,4.2978400086571363e-13,3
496,"[0, 0]",l,0,4.293542168648479e-13,3
497,"[0, 0]",l,0,4.2892486264798307e-13,3
498,"[0, 0]",l,0,4.2849593778533507e-13,3
499,"[0, 0]",l,0,4.280674418475497e-13,3
500,"[0, 0]",l,0,4.2676899513864256e-13,3
501,"[0, 0]",u,0,3.318859690087639e-13,0
502,"[0, 0]",l,0,4.2634222614350394e-13,3
503,"[0, 0]",l,0,4.259158839173604e-13,3
504,"[0, 0]",l,0,4.2548996803344305e-13,3
505,"[0, 0]",l,0,4.250644780654096e-13,3
506,"[0, 0]",l,0,4.2463941358734417e-13,3
507,"[0, 0]",l,0,4.2421477417375683e-13,3
508,"[0, 0]",l,0,-7.2889859869326784e-09,3
509,"[0, 0]",r,0,-8.018345955009565e-07,2
510,"[1, 0]",l,0,6.608547001140324e-12,3
511,"[0, 0]",u,0,3.315540830397551e-13,0
512,"[0, 0]",u,0,3.312225289567154e-13,0
513,"[0, 0]",u,0,3.3089130642775867e-13,0
514,"[0, 0]",u,0,-6.527329148903063e-11,0
515,"[0, 0]",l,0,-7.2160961257509124e-09,3
516,"[0, 0]",d,0,2.934488486289553e-16,1
517,"[0, 1]",r,0,2.2511653327952802e-14,2
518,"[1, 1]",u,0,6.734478843527623e-13,0
519,"[1, 0]",u,0,1.7397990984272364e-13,0
520,"[1, 0]",l,0,6.542464172168558e-12,3
521,"[0, 0]",d,0,-0.00017909999999970953,1
522,"[0, 1]",d,-1,-0.029701,1
523,"[0, 0]",u,0,-6.520801819754159e-11,0
524,"[0, 0]",u,0,-6.514281017934405e-11,0
525,"[0, 0]",u,0,-6.507766736916471e-11,0
526,"[0, 0]",u,0,-6.501258970179555e-11,0
527,"[0, 0]",u,0,-6.494757711209375e-11,0
528,"[0, 0]",u,0,-6.488262953498166e-11,0
529,"[0, 0]",u,0,-6.481774690544668e-11,0
530,"[0, 0]",u,0,-6.475292915854124e-11,0
531,"[0, 0]",u,0,-6.46881762293827e-11,0
532,"[0, 0]",u,0,-1.2898615959884707e-10,0
533,"[0, 0]",l,0,-7.145096039929793e-09,3
534,"[0, 0]",u,0,-1.2885717343924823e-10,0
535,"[0, 0]",u,0,-1.2872831626580897e-10,0
536,"[0, 0]",u,0,-1.2859958794954317e-10,0
537,"[0, 0]",u,0,-1.2847098836159363e-10,0
538,"[0, 0]",u,0,-1.2834251737323203e-10,0
539,"[0, 0]",u,0,-1.282141748558588e-10,0
540,"[0, 0]",u,0,-1.2808596068100292e-10,0
541,"[0, 0]",u,0,-1.2795787472032192e-10,0
542,"[0, 0]",u,0,-1.278299168456016e-10,0
543,"[0, 0]",u,0,-1.9085748203651372e-10,0
544,"[0, 0]",l,0,-7.075362796868824e-09,3
545,"[0, 0]",u,0,-1.9066662455447722e-10,0
546,"[0, 0]",u,0,-2.5243822348075186e-10,0
547,"[0, 0]",l,0,-7.006881112911463e-09,3
548,"[0, 0]",u,0,-2.5218578525727114e-10,0
549,"[0, 0]",u,0,-2.5193359947201386e-10,0
550,"[0, 0]",u,0,-2.5168166587254183e-10,0
551,"[0, 0]",u,0,-2.514299842066693e-10,0
552,"[0, 0]",u,0,-2.511785542224626e-10,0
553,"[0, 0]",u,0,-2.5092737566824016e-10,0
554,"[0, 0]",u,0,-2.506764482925719e-10,0
555,"[0, 0]",u,0,-2.504257718442793e-10,0
556,"[0, 0]",u,0,-2.50175346072435e-10,0
557,"[0, 0]",u,0,-2.4992517072636257e-10,0
558,"[0, 0]",u,0,-2.496752455556362e-10,0
559,"[0, 0]",u,0,-2.494255703100806e-10,0
560,"[0, 0]",u,0,-2.4917614473977053e-10,0
561,"[0, 0]",u,0,-2.4892696859503077e-10,0
562,"[0, 0]",u,0,-2.4867804162643573e-10,0
563,"[0, 0]",u,0,-2.484293635848093e-10,0
564,"[0, 0]",u,0,-3.090069999651644e-10,0
565,"[0, 0]",l,0,-6.939593364782034e-09,3
566,"[0, 0]",u,0,-3.086979929651992e-10,0
567,"[0, 0]",u,0,-3.08389294972234e-10,0
568,"[0, 0]",u,0,-3.0808090567726176e-10,0
569,"[0, 0]",u,0,-3.077728247715845e-10,0
570,"[0, 0]",u,0,-3.074650519468129e-10,0
571,"[0, 0]",u,0,-3.071575868948661e-10,0
572,"[0, 0]",u,0,-3.068504293079712e-10,0
573,"[0, 0]",u,0,-3.0654357887866324e-10,0
574,"[0, 0]",u,0,-3.0623703529978457e-10,0
575,"[0, 0]",u,0,-3.059307982644848e-10,0
576,"[0, 0]",u,0,-3.056248674662203e-10,0
577,"[0, 0]",u,0,-3.053192425987541e-10,0
578,"[0, 0]",u,0,-3.0501392335615537e-10,0
579,"[0, 0]",u,0,-3.644201244056321e-10,0
580,"[0, 0]",l,0,-6.873477212253865e-09,3
581,"[0, 0]",u,0,-3.640557042812265e-10,0
582,"[0, 0]",u,0,-1.6122604151446244e-06,0
583,"[0, 0]",d,0,-0.00017730899999950984,1
584,"[0, 1]",r,0,2.8347567753848134e-14,2
585,"[1, 1]",u,0,7.255955830587517e-13,0
586,"[1, 0]",l,0,-5.538425537983791e-11,3
587,"[0, 0]",l,0,-6.866603735041611e-09,3
588,"[0, 0]",l,0,-6.85973713130657e-09,3
589,"[0, 0]",l,0,-6.852877394175263e-09,3
590,"[0, 0]",l,0,-6.846024516781088e-09,3
591,"[0, 0]",l,0,-6.839178492264307e-09,3
592,"[0, 0]",l,0,-6.832339313772043e-09,3
593,"[0, 0]",l,0,-6.825506974458271e-09,3
594,"[0, 0]",l,0,-6.818681467483813e-09,3
