,state,action_space,reward,Q,action
5229,"[1, 1]",u,0,-9.00390538506124e-06,0
5230,"[1, 0]",l,0,-3.915648836512026e-05,3
5231,"[0, 0]",u,0,-4.438975134185138e-05,0
5232,"[0, 0]",u,0,-4.4345361590509525e-05,0
5233,"[0, 0]",u,0,-4.433153143464104e-05,0
5234,"[0, 0]",r,0,-4.761098899931274e-05,2
5235,"[1, 0]",l,0,-3.916390726438082e-05,3
5236,"[0, 0]",u,0,-4.42871999032064e-05,0
5237,"[0, 0]",u,0,-4.4242912703303195e-05,0
5238,"[0, 0]",u,0,-4.4198669790599895e-05,0
5239,"[0, 0]",u,0,-4.415447112080929e-05,0
5240,"[0, 0]",u,0,-4.411031664968848e-05,0
5241,"[0, 0]",u,0,-4.406620633303879e-05,0
5242,"[0, 0]",u,0,-4.402214012670575e-05,0
5243,"[0, 0]",u,0,-4.397811798657904e-05,0
5244,"[0, 0]",u,0,-4.393413986859246e-05,0
