,state,action_space,reward,Q,action
823,"[0, 1]",l,0,8.988074146733274e-06,3
824,"[0, 1]",r,0,0.0009007897762451466,2
825,"[1, 1]",r,0,0.0063100196696468675,2
826,"[2, 1]",d,0,0.03658153938501397,1
827,"[2, 2]",r,0,0.16520793462256575,2
828,"[3, 2]",r,1,0.5246599579942928,2
829,"[0, 0]",d,0,0.00011495316470661848,1
830,"[0, 1]",r,0,0.000948572055509517,2
831,"[1, 1]",r,0,0.006576153327415525,2
832,"[2, 1]",d,0,0.03770259540276692,1
833,"[2, 2]",r,0,0.16827779489828873,2
834,"[3, 2]",r,1,0.5294133584143499,2
835,"[0, 0]",d,0,0.00012234078155913796,1
836,"[0, 1]",r,0,0.0009982717149011615,2
837,"[1, 1]",u,0,4.4007199190251415e-10,0
838,"[1, 0]",r,0,3.448255500020208e-07,2
839,"[2, 0]",d,0,0.0003727786460223408,1
840,"[2, 1]",l,0,6.93722462027591e-05,3
841,"[1, 1]",r,0,0.006849715152766272,2
842,"[2, 1]",d,0,0.03884006960282385,1
843,"[2, 2]",r,0,0.171359737175035,2
844,"[3, 2]",r,1,0.5341192248302064,2
